country,points,price,variety,type,title,description
US,92,49,Chardonnay,white,Marimar Estate 2014 Bonita's Hill Don Miguel Vineyard Unfiltered Chardonnay (Russian River Valley),"Named for a beloved Springer Spaniel, this is pretty and bright, with an edgy line of acidity that supports a gravelly texture. Integrated oak contrasts against baked apple, honey and cinnamon flavors that are homey and comforting, finishing in a coconut flake tone."
Italy,92,35,Red Blend,red,Losi Querciavalle 2010 Riserva  (Chianti Classico),"Dark berry, cooking spice and tilled soil aromas lead the nose. The sleek, savory palate delivers juicy wild cherry, black raspberry, cinnamon, white pepper, mint and clove alongside supple tannins. Enjoy through 2018."
Italy,89,40,Sangiovese,red,Bindella 2009 I Quadri  (Vino Nobile di Montepulciano),"I Quadri offers violet and iris aromas accented by vanilla and toasted oak sensations. The palate shows a black pepper streak wrapped around a core of plum and ripe cherry, finishing on a roasted coffee bean note. It's forward and ready to enjoy soon."
Italy,89,21,Red Blend,red,Pieve de' Pitti 2011 Cerretello  (Chianti Superiore),"Black plum, ripe dark berry, dried herb and menthol aromas lead the nose along with a whiff of leather. The firm palate delivers dried black cherry, prune, mocha and orange zest alongside compact tannins and soft acidity. A licorice note signals the finish. It's at its ideal drinking window so enjoy sooner rather than later."
US,85,35,Pinot Noir,red,Clos Pegase 2012 Mitsuko's Vineyard Pinot Noir (Carneros),"Light and clear in color, this vineyard-designate combines earthiness and oak in a slightly tart and oak-laden package, unsure whether to let the oak overpower or not. Wild strawberry and herb can be found within the folds."
Italy,95,56,Sangiovese,red,Gianni Brunelli 2011  Brunello di Montalcino,"Classic Sangiovese aromas of tilled soil, wild berry, new leather and chopped Mediterranean herb lead the nose along with a whiff of blue flower. The delicious, chewy palate doles out juicy Marasca cherry, black raspberry, baking spice and star anise framed in youthfully assertive but ripe tannins. Drink 2019–2029."
US,89,19,Chardonnay,white,Patit Creek Cellars 2009 Chardonnay (Red Mountain),"From the original Kiona vineyard planting in 1975, this big, lush Chardonnay fills the palate with ripe banana and stone fruit flavors. It was barrel fermented, then moved to stainless, and put through partial malolactic. Good definition, acidity, and a hint of minerality."
France,97,135,Bordeaux-style Red Blend,red,Château Montrose 2014  Saint-Estèphe,"This is a very fine wine showing a new level of quality at Montrose. With its almost velvet tannins inside the intense black fruits, the wine is rich, smooth and generous. Blackberry and black-plum fruits are to the fore along with the fine acidity and great structure. A wine to age for decades, it will be ready to drink from 2027."
US,90,42,Pinot Noir,red,Maldonado 2011 Los Olivos Pinot Noir (Napa Valley),"This is a rich, robust Pinot Noir, defining the big, tannic style. It explodes in cherry, cola and pomegranate fruit flavors, with the added note of caramelized oak. You can drink this wine now, but it should hold in the bottle for 6–8 years, gradually mellowing. The vineyard is in the cooler southern part of the valley, near Carneros."
France,93,90,Sauvignon Blanc,white,Joseph Mellot 2014 L'Original  (Sancerre),"Celebrating 500 years since the Mellot family started in Sancerre, this wine is a blend from some of the best parcels in the domaine. It is rich and intensely fruity, showing herbal, spice and juicy apple and pear flavors. These are sustained by the nervy, steely edge that will give this wine the chance to age. Drink from 2018."
US,85,12,Cabernet Sauvignon,red,Mirassou 2014 Cabernet Sauvignon (California),"This wine veers slightly sweet, like many overripe red blends. It's deep in color, soft in and makes a good counterpoint to spicy foods."
US,82,11,Cabernet Sauvignon,red,Robert Mondavi 2008 Private Selection Cabernet Sauvignon (California),"Gets the Cabernet job done with sweetish blackberry and black currant flavors, tinged with oak-like notes. But it's a fundamentally uninteresting wine, even at this price."
US,88,11,Zinfandel,red,Shenandoah 2008 Special Reserve Zinfandel (California),"A good, rich, spicy Zin that shows loads of character at a great price. Full-bodied and bone dry, it bursts with blackberry, tobacco, dark chocolate and pepper flavors."
Italy,82,16,Red Blend,red,Di Giovanna 2010 Gerbino Red (Sicilia),"Gerbino is a blend of Cabernet Sauvignon, Merlot, Nero d'Avola and Syrah that offers an awkward bouquet of red fruit, bitter almond and tangy dill. A charred burnt note also appears on the close."
France,91,15,Bordeaux-style Red Blend,red,Château Haut Dina 2010  Castillon Côtes de Bordeaux,"This is a very complete wine, with all the fruit and tannin elements in place. There's a fine and rich character here as well as a more austere, mineral side. The combination results in supporting tannins, dark fruits and good aging potential."
France,89,30,Pinot Noir,red,Domaine Barmès-Buecher 2014 Réserve Pinot Noir (Alsace),"The nose is very quiet but the body emanates a generosity despite its lightness. There is red-cherry fruit and a certain ampleness on a slender, fresh body. Tannins are like barely-there linens. The finish is wonderfully clean."
US,85,23,Sauvignon Blanc,white,Wrath 2009 San Saba Vineyard Sauvignon Blanc (Monterey),"Nicely dry and crisply acidic, with a minerally scour of stone that cleans the mouth and gets the tastebuds watering. The flavors are of cool-climate lemons, lime and grapefruits. But shows a considerable note of green, feline spray that lowers the score."
US,87,40,Cabernet Sauvignon,red,Whitehall Lane 2010 Cabernet Sauvignon (Napa Valley),"Good, classic blackberry, currant, oak and mineral flavors in this dry, full-bodied wine. It's also pretty tannic, with an astringent mouthfeel. Doesn't have the stuffing to warrant aging, so give it an hour or two in the decanter and drink up."
US,88,25,Riesling,white,Silver Thread 2014 Doyle Fournier Vineyard Riesling (Seneca Lake),"Swathes of evergreen lend elegance to this piercing, steel-toned Riesling. On the palate, touches of honey lend a sunny sweetness to cutting lemon and lime flavors. A slick of honeycomb extends the finish."
US,88,150,Cabernet Sauvignon,red,Grgich Hills 2008 Yountville Selection Cabernet Sauvignon (Napa Valley),"While this Cabernet is very rich and ripe in flavors of blackberry and cherry jam, crème de cassis and new oak, it's also very tannic. That bite of astringency gives it a rustic note. A very high, Port-like alcohol level may or may not thwart cellaring plans."
US,87,40,Chardonnay,white,Rock Wall 2015 Estate Chardonnay (Russian River Valley),"This wine hails from the family's Eastside Road vineyard, planted to old Wente Chardonnay in 1982. It boldly opens in a robust, full-bodied explosion of ripe tropical mango and dried apricot, with an oaky underbelly that gives the texture grip and additional density."
France,93,54,Sauvignon Blanc,white,Pascal Jolivet 2014 Le Roc  (Sancerre),"This wine comes from a single vineyard, planted on flint soil. It has a definite steely character that has been softened by the year in bottle. That gives a pure wine shot through with citrus and apples, showing power and concentration from the intense fruit. Drink the wine now."
US,90,19,Pinot Gris,white,Adelsheim 2010 Pinot Gris (Willamette Valley),"The fruit shines here—pears and apples aplenty—with textural notes of citrus rind. Balanced, with medium length, it's a young, clean, lip-smacking style, with more density than most Oregon Pinot Gris."
Italy,92,20,White Blend,white,Le Casematte 2015 Peloro Bianco White (Terre Siciliane),"A blend of 65% Grillo and 35% Carricante, this offers subtle aromas of ripe orchard fruit, wild flower and a whiff of almond. The vibrant, savory palate boasts green apple, creamy white peach, citrus and aromatic herb alongside an energizing mineral vein. It finishes crisp and clean."
US,88,45,Pinot Noir,red,Kastania 2012 Estate Grown Proprietor's Reserve Pinot Noir (Sonoma Coast),"Initially dense and brooding, this wine reveals lightly etched layers of cherry and strawberry on the palate. Just the right accent of earthy dirt and stone round out the finish."
US,92,35,Bordeaux-style Red Blend,red,Stevens 2009 424 Red (Yakima Valley),"This Bordeaux-style blend is 43% Cab Franc, 30% Cabernet Sauvignon, 22% Merlot and 5% Malbec, with no Petit Verdot in 2009. Young and muscular, it's built upon a base of firm black fruits, with plenty of cassis. The wine spent 20 months in 60% new French oak, and brings plenty of roasted coffee bean and dark cacao goodness to the finishing tannins."
US,87,25,White Blend,white,Pellegrini Vineyards 2016 Rejoyce White (North Fork of Long Island),This full bodied white blend offers the floral fruity perfume of Sauvignon Blanc along with the richness and cling of Chardonnay. Plush yellow-peach and grapefruit flavors are balanced by brisk acidity and a bristle of tea leaf on the finish.
US,89,28,Syrah,red,Robert Renzoni 2016 Lyric Rose of Syrah (Temecula Valley),"This is a very mineral-driven pink wine, with aromas of wet rocks, chalk and even steel giving way to the slightest hints of orange and strawberry. The flavors are very delicate and refreshing on the palate, with melon and red pear, rounded out by a key lime acidity."
US,87,34,Merlot,red,Freemark Abbey 2010 Merlot (Napa Valley),"Lots of rich, sweet flavors of raspberry, cherry and mocha appear in this vigorous, young Merlot. Blended from vineyards around the valley, it emphasizes fruit. Drink now with beef-based Mexican food."
US,89,20,Chardonnay,white,Pellegrini Vineyards 2015 Chardonnay (North Fork of Long Island),"Pellegrini's standard-label Chardonnay offers a brightness and vibe that stands out against the winery's oakier Vintner's Blend. There's ample toast and spice here, but it's deftly applied, highlighting the wine's rich, slightly leesy texture. Fresh acidity lends balance and grace. Drink now through 2020."
US,91,50,Pinot Noir,red,Loring Wine Company 2014 Graham Family Vineyard Pinot Noir (Russian River Valley),"An enticing cedar and cinnamon aroma leads to robust spiced plum flavors and a lively combination of fine tannins and good acidity for balance. This is a bold, flavorful and ripe-tasting wine that also stays poised and appetizing. Not shabby at all and it should improve through at least 2020."
France,90,35,Bordeaux-style Red Blend,red,Château Haut Sociondo 2014  Blaye Côtes de Bordeaux,"This is a ripe, spicy and full-bodied wine from the Robin group of producers created by Grand Moulin's Jean-Francois Renaud in Blaye. The wine has both structure and rich blackberry fruit. The tannins are dusty, spicy and with fine acidity to balance. Drink this fine wine from 2019."
US,88,50,Cabernet Sauvignon,red,Seven Hills 2014 Pepper Bridge Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),"Aromas of moist earth, black fruit, pencil lead and slightly overripe red apple are followed by a firm palate backed by lightly grippy tannins. This wine needs some food to keep them in check."
France,94,72,Pinot Gris,white,Domaine Schoffit 2007 Rangen Grand Cru Clos Saint Théobald Vendanges Tardives Pinot Gris (Alsace),"Earthy notes of pear mix with the generous sweetness of a late harvest wine. The palate is concentrated and lushly sweet, but full of rich flavors, tinged with pear and orange, caramel and lemon oil, acacia honey and candied lemon peel. Lovely, bright and still totally fresh. Drink 2016–2030."
US,86,38,Pinot Noir,red,Hawks View 2014 Hawks View Vineyard Pinot Noir (Chehalem Mountains),"Lightly earthy flavors of dried raspberries have a chunky, almost rustic character, with a bass note of wet cement. It's a serviceable wine, solid and short, with none of the elegance of the finer Pinots."
